posting_title,price,rooms,sqm,toilets,floor,link,location,city
"Bilocale via Bernardino Telesio,14, Piazzale degli Eroi, Roma",1600.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104698429/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Duccio Galimberti ,10, Balduina, Roma",1600.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/104699507/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale piazzale delle Medaglie d'Oro, Medaglie d'Oro, Roma",2100.0,3,136.0,2,na,"('https://www.immobiliare.it/annunci/104493837/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via di Domizia Lucilla, Balduina, Roma",2600.0,3,120.0,2,na,"('https://www.immobiliare.it/annunci/103521102/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Quadrilocale ottimo stato, sesto piano, Medaglie d'Oro, Roma",1630.0,4,130.0,2,na,"('https://www.immobiliare.it/annunci/104236005/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento viale Tito Livio, Medaglie d'Oro, Roma",2100.0,5+,170.0,2,na,"('https://www.immobiliare.it/annunci/103383876/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Attico via Romeo Rodriguez Pereira 129, Balduina, Roma",1950.0,4,155.0,2,na,"('https://www.immobiliare.it/annunci/92797016/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento viale Platone, Piazzale degli Eroi, Roma",850.0,na,33.0,1,na,"('https://www.immobiliare.it/annunci/104478665/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Loft via Ugo De Carolis 124, Balduina, Roma",650.0,na,25.0,1,na,"('https://www.immobiliare.it/annunci/64242268/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale ottimo stato, primo piano, Mazzini - Delle Vittorie, Roma",,3,100.0,1,na,"('https://www.immobiliare.it/annunci/93335498/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento piazza della Balduina, 59, Balduina, Roma",1850.0,5,190.0,3,na,"('https://www.immobiliare.it/annunci/100093748/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Romeo Rodriguez Pereira 116, Balduina, Roma",900.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/100897725/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale ottimo stato, secondo piano, Balduina, Roma",1350.0,3,99.0,1,na,"('https://www.immobiliare.it/annunci/104631475/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Attico via Massimi, Balduina, Roma",3000.0,5+,254.0,3,na,"('https://www.immobiliare.it/annunci/104060179/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento via Romeo Rodriguez Pereira, Balduina, Roma",1900.0,5,165.0,3,na,"('https://www.immobiliare.it/annunci/103109076/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Giorgio Franceschi, Balduina, Roma",700.0,2,45.0,1,na,"('https://www.immobiliare.it/annunci/104723697/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Attilio Friggeri, Balduina, Roma",700.0,2,45.0,1,na,"('https://www.immobiliare.it/annunci/104724113/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Terratetto unifamiliare via di Domizia Lucilla, Balduina, Roma",2650.0,3,120.0,2,na,"('https://www.immobiliare.it/annunci/101607573/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Quadrilocale via Tommaso Campanella, Piazzale degli Eroi, Roma",1700.0,4,90.0,2,na,"('https://www.immobiliare.it/annunci/102933708/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Romeo Rodriguez Pereira 151, Balduina, Roma",1500.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/103350974/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Monolocale via Ugo De Carolis, Balduina, Roma",650.0,na,25.0,1,na,"('https://www.immobiliare.it/annunci/103891279/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Romeo Rodriguez Pereira 129, Balduina, Roma",1700.0,3,100.0,1,na,"('https://www.immobiliare.it/annunci/103350758/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Quadrilocale via Romeo Rodriguez Pereira 129, Balduina, Roma",1950.0,4,130.0,2,na,"('https://www.immobiliare.it/annunci/103350572/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Monolocale viale delle Medaglie d'Oro,119, Balduina, Roma",1550.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104704429/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Quadrilocale via Lucilio, Balduina, Roma",1450.0,4,125.0,2,na,"('https://www.immobiliare.it/annunci/104432933/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Attico via ROMEO RODRIGUEZ PEREIRA, Balduina, Roma",1700.0,3,93.0,1,na,"('https://www.immobiliare.it/annunci/96361676/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento via Papiniano,22, Valle Aurelia, Roma",4500.0,5,120.0,2,na,"('https://www.immobiliare.it/annunci/104698681/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento via Papiniano,22, Valle Aurelia, Roma",4000.0,5,120.0,2,na,"('https://www.immobiliare.it/annunci/104704527/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Romeo Rodriguez Pereira 129, Balduina, Roma",1500.0,2,80.0,1,na,"('https://www.immobiliare.it/annunci/103350170/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Gualtiero Serafino, Medaglie d'Oro, Roma",1500.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/95592728/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento via Fedro, Medaglie d'Oro, Roma",,5,200.0,2,na,"('https://www.immobiliare.it/annunci/78317849/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Romeo Rodriguez Pereira, Balduina, Roma",900.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/101777255/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Plotino 31, Piazzale degli Eroi, Roma",900.0,3,65.0,1,na,"('https://www.immobiliare.it/annunci/103906629/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento via Massimi, Balduina, Roma",3000.0,5,192.0,3,na,"('https://www.immobiliare.it/annunci/48546191/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento via Placido Martini, Balduina, Roma",2500.0,5+,250.0,3,na,"('https://www.immobiliare.it/annunci/82946883/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Romeo Rodriguez Pereira, Balduina, Roma",1500.0,2,83.0,1,na,"('https://www.immobiliare.it/annunci/102804126/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Romeo Rodriguez Pereira, Balduina, Roma",1500.0,2,77.0,1,na,"('https://www.immobiliare.it/annunci/102804134/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento ottimo stato, Balduina, Roma",3700.0,5+,210.0,3+,na,"('https://www.immobiliare.it/annunci/102289190/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale ottimo stato, Balduina, Roma",2500.0,3,140.0,2,na,"('https://www.immobiliare.it/annunci/104283353/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Buccari, Piazzale degli Eroi, Roma",1900.0,2,112.0,1,na,"('https://www.immobiliare.it/annunci/98302476/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Decimo Laberio, Balduina, Roma",1500.0,2,110.0,na,na,"('https://www.immobiliare.it/annunci/104459049/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Monolocale viale delle Medaglie d'Oro, Balduina, Roma",1200.0,na,40.0,na,na,"('https://www.immobiliare.it/annunci/104633993/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Pietro Giannone, Piazzale degli Eroi, Roma",2400.0,2,80.0,na,na,"('https://www.immobiliare.it/annunci/104458355/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via della Giuliana 37, Piazzale degli Eroi, Roma",1100.0,2,80.0,1,na,"('https://www.immobiliare.it/annunci/84443314/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Prisciano 14, Balduina, Roma",1200.0,3,75.0,2,na,"('https://www.immobiliare.it/annunci/101255791/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Festo Avieno 208, Balduina, Roma",1400.0,3,113.0,2,na,"('https://www.immobiliare.it/annunci/94865268/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Lucilio, Balduina, Roma",1200.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/104034195/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale viale Tito Livio, Medaglie d'Oro, Roma",1500.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/103303408/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento via Decimo Laberio 26, Balduina, Roma",1500.0,5,110.0,2,na,"('https://www.immobiliare.it/annunci/93058516/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Andrea Doria 64, Piazzale degli Eroi, Roma",1000.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/68257393/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Romeo Rodriguez Pereira 243, Balduina, Roma",1200.0,2,80.0,1,na,"('https://www.immobiliare.it/annunci/93603172/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Mario Romagnoli 12, Balduina, Roma",1100.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/48833763/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Duccio Galimberti 10, Balduina, Roma",1200.0,3,95.0,1,na,"('https://www.immobiliare.it/annunci/90526439/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via della Balduina 65, Colosseo - Fori Imperiali, Roma",350.0,2,100.0,2,na,"('https://www.immobiliare.it/annunci/103987791/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Appartamento via Giorgio Franceschi, Balduina, Roma",700.0,na,45.0,na,na,"('https://www.immobiliare.it/annunci/84766164/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Andrea Doria 79, Cipro, Roma",1900.0,3,98.0,1,na,"('https://www.immobiliare.it/annunci/99671714/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Bilocale via Massimi, Balduina, Roma",750.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/88900961/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Tommaso Campanella 41, Piazzale degli Eroi, Roma",1450.0,3,110.0,2,na,"('https://www.immobiliare.it/annunci/83393479/', ""Balduina, Medaglie d'Oro, Degli Eroi"")","Balduina, Medaglie d'Oro, Degli Eroi",Roma
"Trilocale via Guido Cora, Pigneto, Roma",750.0,3,50.0,1,na,"('https://www.immobiliare.it/annunci/104528067/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via dei Sabelli, San Lorenzo, Roma",1050.0,3,65.0,1,na,"('https://www.immobiliare.it/annunci/104714475/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via degli Ausoni, San Lorenzo, Roma",1600.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/104168865/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",1400.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/103357666/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Alberto Pollio, Casal Bertone, Roma",1400.0,2,51.0,1,na,"('https://www.immobiliare.it/annunci/103303746/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Giovanni De Agostini, Pigneto, Roma",730.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/104065511/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Giovanni De Agostini, Pigneto, Roma",730.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/104057945/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Monolocale via dei Sabelli, San Lorenzo, Roma",750.0,na,28.0,1,na,"('https://www.immobiliare.it/annunci/103523452/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Monolocale via dei Sabelli, San Lorenzo, Roma",750.0,na,28.0,1,na,"('https://www.immobiliare.it/annunci/103525018/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via dei Sabelli, San Lorenzo, Roma",800.0,3,28.0,1,na,"('https://www.immobiliare.it/annunci/103350338/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via dei Sabelli, San Lorenzo, Roma",800.0,3,30.0,1,na,"('https://www.immobiliare.it/annunci/104575985/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",1200.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/104590489/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",950.0,2,60.0,2,na,"('https://www.immobiliare.it/annunci/104589215/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via Guido Cora, Pigneto, Roma",750.0,3,50.0,1,na,"('https://www.immobiliare.it/annunci/104539801/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",750.0,2,25.0,1,na,"('https://www.immobiliare.it/annunci/104574915/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",950.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/104439009/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Attico via di Villa Lauricella, Pigneto, Roma",1100.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104560751/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",950.0,2,45.0,1,na,"('https://www.immobiliare.it/annunci/104588663/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale piazza dei Sanniti, San Lorenzo, Roma",750.0,2,35.0,1,na,"('https://www.immobiliare.it/annunci/104377477/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Visconte Maggiolo, Pigneto, Roma",900.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/104474111/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
Palazzo - Edificio in Affitto,12000.0,5+,1010.0,3+,na,"('https://www.immobiliare.it/annunci/67104425/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Taurini 27, San Lorenzo, Roma",1650.0,2,90.0,2,na,"('https://www.immobiliare.it/annunci/89571721/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Sampiero di Bastelica, Pigneto, Roma",860.0,2,66.0,1,na,"('https://www.immobiliare.it/annunci/104580839/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via Carlo Mezzacapo, Casal Bertone, Roma",850.0,3,65.0,1,na,"('https://www.immobiliare.it/annunci/104621437/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Attico via Domenico De Dominicis 42, Casal Bertone, Roma",3800.0,5+,277.0,3+,na,"('https://www.immobiliare.it/annunci/101432393/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Baldassarre Orero, Casal Bertone, Roma",850.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104711269/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Attico via Domenico De Dominicis, Casal Bertone, Roma",1400.0,2,63.0,1,na,"('https://www.immobiliare.it/annunci/100726161/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",850.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/88205867/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli 167, San Lorenzo, Roma",950.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/103640980/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Ramni, San Lorenzo, Roma",900.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104616321/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Attico via Cesare De Lollis, San Lorenzo, Roma",1800.0,3,52.0,2,na,"('https://www.immobiliare.it/annunci/97227196/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via degli Ausoni, San Lorenzo, Roma",1600.0,3,100.0,1,na,"('https://www.immobiliare.it/annunci/104140657/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via Cesare De Lollis, San Lorenzo, Roma",1250.0,3,60.0,1,na,"('https://www.immobiliare.it/annunci/104573781/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",800.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104574811/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via Cesare De Lollis, San Lorenzo, Roma",2100.0,3,71.0,2,na,"('https://www.immobiliare.it/annunci/103707128/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Attico via Domenico De Dominicis 36, Casal Bertone, Roma",1400.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/92276044/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Campobasso 17, Pigneto, Roma",850.0,2,62.0,1,na,"('https://www.immobiliare.it/annunci/94771910/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via dei Sabelli, San Lorenzo, Roma",800.0,3,30.0,1,na,"('https://www.immobiliare.it/annunci/104626555/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Monolocale via Roberto Malatesta, Pigneto, Roma",650.0,na,45.0,1,na,"('https://www.immobiliare.it/annunci/104626971/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Prenestina 220, Pigneto, Roma",840.0,2,72.0,1,na,"('https://www.immobiliare.it/annunci/104305753/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Monolocale via Giuseppe Arimondi 25, Casal Bertone, Roma",620.0,na,35.0,1,na,"('https://www.immobiliare.it/annunci/80378493/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Campani, San Lorenzo, Roma",900.0,2,45.0,1,na,"('https://www.immobiliare.it/annunci/104503717/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via degli Enotri, San Lorenzo, Roma",900.0,2,62.0,1,na,"('https://www.immobiliare.it/annunci/104238729/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via giovanni brancaleone 21, Pigneto, Roma",1000.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/104626429/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",1050.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104576295/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Trilocale via Cesare De Lollis, San Lorenzo, Roma",1800.0,3,63.0,2,na,"('https://www.immobiliare.it/annunci/72836688/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale viale dello Scalo San Lorenzo,38, San Lorenzo, Roma",1800.0,2,90.0,1,na,"('https://www.immobiliare.it/annunci/104697695/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Terratetto plurifamiliare 58 m², ottimo stato, San Lorenzo, Roma",1000.0,2,58.0,1,na,"('https://www.immobiliare.it/annunci/98192914/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Quadrilocale via Cesare Ricotti 6, Casal Bertone, Roma",1500.0,4,120.0,2,na,"('https://www.immobiliare.it/annunci/104576093/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",950.0,2,60.0,2,na,"('https://www.immobiliare.it/annunci/104575569/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via Eratostene, Pigneto, Roma",700.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104328199/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Campani, San Lorenzo, Roma",800.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/91916490/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Attico via Domenico de Dominicis 26, Casal Bertone, Roma",1400.0,2,48.0,1,na,"('https://www.immobiliare.it/annunci/59183214/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Monolocale via di Porta Labicana, San Lorenzo, Roma",900.0,na,50.0,1,na,"('https://www.immobiliare.it/annunci/103515174/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Sabelli, San Lorenzo, Roma",900.0,2,62.0,1,na,"('https://www.immobiliare.it/annunci/103470800/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Appartamento via Augusto Dulceri, Pigneto, Roma",2200.0,5,200.0,3+,na,"('https://www.immobiliare.it/annunci/103796838/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Quadrilocale piazza Dei Sanniti, San Lorenzo, Roma",2500.0,4,110.0,3,na,"('https://www.immobiliare.it/annunci/100874443/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
"Bilocale via dei Campani, San Lorenzo, Roma",850.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/89209365/', 'Pigneto, San Lorenzo, Casal Bertone')","Pigneto, San Lorenzo, Casal Bertone",Roma
