posting_title,price,rooms,sqm,toilets,floor,link,location,tipologie,city
"Trilocale via di Vigna Fabbri, Appio Latino, Roma",365000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/103916837/,Appio Latino,na,Roma
"Trilocale viale dei Promontori 400, Ostia Levante, Roma",199000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/104331311/,Ostia Levante,na,Roma
"Quadrilocale via Ugo De Carolis, Balduina, Roma",485000.0,4,138.0,2,4,https://www.immobiliare.it/annunci/102263580/,Balduina,na,Roma
"Attico via Giuseppe Amato, Porta di Roma, Roma",539000.0,5,150.0,2,5,https://www.immobiliare.it/annunci/103105852/,Porta di Roma,na,Roma
"Quadrilocale via del Fontanile Arenato, Pisana - Bravetta, Roma",570000.0,4,157.0,3,4,https://www.immobiliare.it/annunci/103213834/,Pisana - Bravetta,na,Roma
"Quadrilocale via Giovanni Alfredo Cesareo 26, Talenti - Monte Sacro, Roma",520000.0,4,170.0,2,4,https://www.immobiliare.it/annunci/103186622/,Talenti - Monte Sacro,na,Roma
"Appartamento via Magliana, Magliana, Roma",290000.0,5,90.0,1,5,https://www.immobiliare.it/annunci/102775168/,Magliana,na,Roma
"Trilocale via Carlo della Rocca, Torpignattara, Roma",155000.0,3,65.0,1,3,https://www.immobiliare.it/annunci/104145707/,Torpignattara,na,Roma
"Bilocale via dei Traghetti 161, Ostia Ponente, Roma",160000.0,2,73.0,1,2,https://www.immobiliare.it/annunci/102424246/,Ostia Ponente,na,Roma
"Trilocale via Monte Cervialto 165, Nuovo Salario, Roma",249000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/102189008/,Nuovo Salario,na,Roma
"Appartamento largo Oreste Giorgi 10, Gregorio VII - Piccolomini, Roma",620000.0,5,188.0,2,5,https://www.immobiliare.it/annunci/102342646/,Gregorio VII - Piccolomini,na,Roma
"Trilocale via Efeso 43, San Paolo, Roma",375000.0,3,112.0,2,3,https://www.immobiliare.it/annunci/102637410/,San Paolo,na,Roma
"Trilocale via di San Tommaso d'Aquino, Piazzale degli Eroi, Roma",630000.0,3,90.0,2,3,https://www.immobiliare.it/annunci/103134690/,Piazzale degli Eroi,na,Roma
"Trilocale via del Fosso del Torrino 45, Torrino, Roma",320000.0,3,100.0,1,3,https://www.immobiliare.it/annunci/102786212/,Torrino,na,Roma
"Quadrilocale via Francesco D'Ovidio 127, Talenti - Monte Sacro, Roma",529000.0,4,213.0,2,4,https://www.immobiliare.it/annunci/100785201/,Talenti - Monte Sacro,na,Roma
"Trilocale viale Galvano della Volpe, Tor Vergata, Roma",205700.0,3,69.0,1,3,https://www.immobiliare.it/annunci/103460348/,Tor Vergata,na,Roma
"Monolocale via Nizza 128, Salario - Porta Pia, Roma",295000.0,na,42.0,1,1,https://www.immobiliare.it/annunci/101639655/,Salario - Porta Pia,na,Roma
"Appartamento via Luigi Bodio, Vigna Clara - Vigna Stelluti, Roma",950000.0,5,187.0,3,5,https://www.immobiliare.it/annunci/103727744/,Vigna Clara - Vigna Stelluti,na,Roma
"Villa unifamiliare viale castel porziano 430, Infernetto, Roma",419000.0,5,150.0,2,5,https://www.immobiliare.it/annunci/104093637/,Infernetto,na,Roma
"Villa bifamiliare via Stanislao Falchi, Infernetto, Roma",340000.0,5,150.0,3,5,https://www.immobiliare.it/annunci/104093639/,Infernetto,na,Roma
"Bilocale viale Leonida Tonelli 6, Castel di Leva, Roma",143000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/102755986/,Castel di Leva,na,Roma
"Trilocale via di San Tommaso d'Aquino, Piazzale degli Eroi, Roma",639000.0,3,126.0,2,3,https://www.immobiliare.it/annunci/103133522/,Piazzale degli Eroi,na,Roma
"Trilocale via Mar della Cina, Torrino, Roma",309000.0,3,91.0,2,3,https://www.immobiliare.it/annunci/104236961/,Torrino,na,Roma
"Attico circonvallazione CLODIA, Mazzini - Delle Vittorie, Roma",900000.0,3,116.0,1,3,https://www.immobiliare.it/annunci/102471400/,Mazzini - Delle Vittorie,na,Roma
"Trilocale via nicola festa, Talenti - Monte Sacro, Roma",325000.0,3,85.0,1,3,https://www.immobiliare.it/annunci/102306632/,Talenti - Monte Sacro,na,Roma
"Bilocale via dei Furi, Quadraro, Roma",148000.0,2,37.0,1,2,https://www.immobiliare.it/annunci/104048003/,Quadraro,na,Roma
"Quadrilocale viale Tiziano, Flaminio, Roma",995000.0,4,206.0,2,4,https://www.immobiliare.it/annunci/103137524/,Flaminio,na,Roma
"Villa bifamiliare via Archiano 3, Trieste - Coppedè, Roma",2350000.0,5+,365.0,3+,5+,https://www.immobiliare.it/annunci/103938535/,Trieste - Coppedè,na,Roma
"Bilocale via di Val Cannuta 195, Aurelio - Val Cannuta, Roma",255000.0,2,68.0,1,2,https://www.immobiliare.it/annunci/63015484/,Aurelio - Val Cannuta,na,Roma
"Appartamento via Antonio Pollaiolo, Parioli, Roma",1080000.0,5,216.0,3,5,https://www.immobiliare.it/annunci/102863878/,Parioli,na,Roma
"Quadrilocale via Luigi Bodio, Vigna Clara - Vigna Stelluti, Roma",659000.0,4,150.0,2,4,https://www.immobiliare.it/annunci/104265627/,Vigna Clara - Vigna Stelluti,na,Roma
"Trilocale via Adolfo Albertazzi, Talenti - Monte Sacro, Roma",379000.0,3,105.0,1,3,https://www.immobiliare.it/annunci/95915640/,Talenti - Monte Sacro,na,Roma
"Trilocale via di San Tommaso d'Aquino 69, Piazzale degli Eroi, Roma",810000.0,3,123.0,2,3,https://www.immobiliare.it/annunci/103134346/,Piazzale degli Eroi,na,Roma
"Appartamento via Aterno 9, Trieste - Coppedè, Roma",1590000.0,5+,216.0,3,5+,https://www.immobiliare.it/annunci/103610872/,Trieste - Coppedè,na,Roma
"Trilocale via San Silverio 9, Gregorio VII - Piccolomini, Roma",425000.0,3,108.0,2,3,https://www.immobiliare.it/annunci/102037018/,Gregorio VII - Piccolomini,na,Roma
"Trilocale via DEI PROMONTORI 440, Ostia Levante, Roma",199000.0,3,74.0,1,3,https://www.immobiliare.it/annunci/103873007/,Ostia Levante,na,Roma
"Quadrilocale via Renato Fucini, Talenti - Monte Sacro, Roma",548000.0,4,144.0,2,4,https://www.immobiliare.it/annunci/103037032/,Talenti - Monte Sacro,na,Roma
"Villa unifamiliare largo dell'Olgiata 15, Olgiata, Roma",1420000.0,5+,950.0,3+,5+,https://www.immobiliare.it/annunci/101109993/,Olgiata,na,Roma
"Trilocale via Francesco Menzio, Acilia, Roma",259000.0,3,80.0,2,3,https://www.immobiliare.it/annunci/103222320/,Acilia,na,Roma
"Quadrilocale via Antonio Gramsci 38, Parioli, Roma",1140000.0,4,252.0,3,4,https://www.immobiliare.it/annunci/102018360/,Parioli,na,Roma
"Trilocale viale dei Quattro Venti, Monteverde Vecchio, Roma",475000.0,3,116.0,1,3,https://www.immobiliare.it/annunci/103947489/,Monteverde Vecchio,na,Roma
"Appartamento piazzale del Caravaggio, Ardeatino - Montagnola, Roma",340000.0,5,164.0,2,5,https://www.immobiliare.it/annunci/100520462/,Ardeatino - Montagnola,na,Roma
"Trilocale via Filettino 22, Tor de' Schiavi, Roma",249000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/103496296/,Tor de' Schiavi,na,Roma
"Attico via Balduina, Balduina, Roma",900000.0,5,165.0,2,5,https://www.immobiliare.it/annunci/104265071/,Balduina,na,Roma
"Trilocale via Antonio Gramsci 38, Parioli, Roma",448000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/102562720/,Parioli,na,Roma
"Quadrilocale viale Giorgio Ribotta, Torrino, Roma",539000.0,4,120.0,2,4,https://www.immobiliare.it/annunci/83373599/,Torrino,na,Roma
"Attico via Francesco Mengotti, Vigna Clara - Vigna Stelluti, Roma",469000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/104050939/,Vigna Clara - Vigna Stelluti,na,Roma
"Appartamento via Locri, San Giovanni, Roma",5300000.0,5+,650.0,3+,5+,https://www.immobiliare.it/annunci/102001176/,San Giovanni,na,Roma
"Bilocale via adrianopoli, Grottarossa - Saxa Rubra, Roma",295000.0,2,67.0,1,2,https://www.immobiliare.it/annunci/103482586/,Grottarossa - Saxa Rubra,na,Roma
"Bilocale via degli Ossoli, Pisana - Bravetta, Roma",165000.0,2,65.0,1,2,https://www.immobiliare.it/annunci/104296199/,Pisana - Bravetta,na,Roma
"Villa bifamiliare largo dell'Olgiata 15, Olgiata, Roma",795000.0,5+,293.0,2,5+,https://www.immobiliare.it/annunci/104047973/,Olgiata,na,Roma
"Trilocale via Montemesola 53, Torre Gaia, Roma",190000.0,3,66.0,1,3,https://www.immobiliare.it/annunci/103587568/,Torre Gaia,na,Roma
"Villa unifamiliare via della Pisana, Parco de' Medici - Muratella, Roma",1390000.0,5+,1200.0,1,5+,https://www.immobiliare.it/annunci/99888052/,Parco de' Medici - Muratella,na,Roma
"Mansarda via Franco Sacchetti, Talenti - Monte Sacro, Roma",625000.0,5+,204.0,2,5+,https://www.immobiliare.it/annunci/102503118/,Talenti - Monte Sacro,na,Roma
"Appartamento viale del Tintoretto 290, Tintoretto, Roma",949000.0,5,184.0,3,5,https://www.immobiliare.it/annunci/102159836/,Tintoretto,na,Roma
"Trilocale via Lucrino 47, Africano - Villa Chigi, Roma",385000.0,3,106.0,2,3,https://www.immobiliare.it/annunci/104058441/,Africano - Villa Chigi,na,Roma
"Trilocale via Guido Reni, Flaminio, Roma",530000.0,3,115.0,2,3,https://www.immobiliare.it/annunci/103608684/,Flaminio,na,Roma
"Bilocale via Portuense 1415, Ponte Galeria, Roma",114500.0,2,38.0,1,2,https://www.immobiliare.it/annunci/97222212/,Ponte Galeria,na,Roma
"Appartamento via Andrea Bafile, Mazzini - Delle Vittorie, Roma",890000.0,5+,172.0,2,5+,https://www.immobiliare.it/annunci/104265767/,Mazzini - Delle Vittorie,na,Roma
"Trilocale via Valle Borbera, Città Giardino, Roma",295000.0,3,92.0,1,3,https://www.immobiliare.it/annunci/103656018/,Città Giardino,na,Roma
"Appartamento via Antonio Gramsci, Parioli, Roma",990000.0,5+,155.0,3,5+,https://www.immobiliare.it/annunci/102028682/,Parioli,na,Roma
"Quadrilocale via Ottone Fattiboni, 108, Dragona, Roma",179000.0,4,90.0,2,4,https://www.immobiliare.it/annunci/103829081/,Dragona,na,Roma
"Trilocale piazza Verdi, Pinciano - Villa Ada, Roma",690000.0,3,135.0,2,3,https://www.immobiliare.it/annunci/103088206/,Pinciano - Villa Ada,na,Roma
"Bilocale via Antonio Gramsci 38, Parioli, Roma",325000.0,2,56.0,1,2,https://www.immobiliare.it/annunci/102563004/,Parioli,na,Roma
"Trilocale via Cassia 1714, La Storta, Roma",249000.0,3,100.0,2,3,https://www.immobiliare.it/annunci/102942696/,La Storta,na,Roma
"Appartamento via dei Taurini, San Lorenzo, Roma",840000.0,5+,196.0,2,5+,https://www.immobiliare.it/annunci/101119851/,San Lorenzo,na,Roma
"Appartamento via Courmayeur 24, Cortina d'Ampezzo, Roma",1200000.0,5+,260.0,3,5+,https://www.immobiliare.it/annunci/96309662/,Cortina d'Ampezzo,na,Roma
"Villa unifamiliare via di Vigna Murata 350, Fonte Meravigliosa, Roma",1250000.0,5+,326.0,3+,5+,https://www.immobiliare.it/annunci/104018901/,Fonte Meravigliosa,na,Roma
"Trilocale via Milena, Borghesiana, Roma",159000.0,3,65.0,2,3,https://www.immobiliare.it/annunci/103477822/,Borghesiana,na,Roma
"Trilocale via delle Vigne, Trullo - Colle del Sole, Roma",199000.0,3,110.0,2,3,https://www.immobiliare.it/annunci/103899173/,Trullo - Colle del Sole,na,Roma
"Bilocale via Francesco Menzio, Acilia, Roma",145000.0,2,45.0,1,2,https://www.immobiliare.it/annunci/98397272/,Acilia,na,Roma
"Quadrilocale via Felice Poggi, Portuense, Roma",295000.0,4,95.0,2,4,https://www.immobiliare.it/annunci/103858385/,Portuense,na,Roma
"Trilocale via del Gazometro 50, Ostiense, Roma",283000.0,3,90.0,2,3,https://www.immobiliare.it/annunci/101945936/,Ostiense,na,Roma
"Quadrilocale via di Casal del Marmo 230, Ottavia, Roma",390000.0,4,116.0,2,4,https://www.immobiliare.it/annunci/103938317/,Ottavia,na,Roma
"Appartamento via Cassia, 646, Tomba di Nerone, Roma",589000.0,5,168.0,3,5,https://www.immobiliare.it/annunci/102275766/,Tomba di Nerone,na,Roma
"Trilocale via Soveria Mannelli, Anagnina, Roma",273000.0,3,86.0,1,3,https://www.immobiliare.it/annunci/99599962/,Anagnina,na,Roma
"Bilocale via Antonio Gramsci 38, Parioli, Roma",335000.0,2,52.0,1,2,https://www.immobiliare.it/annunci/102562504/,Parioli,na,Roma
"Appartamento via Bartolomeo Intieri, Vigna Clara - Vigna Stelluti, Roma",890000.0,5+,195.0,3,5+,https://www.immobiliare.it/annunci/103065022/,Vigna Clara - Vigna Stelluti,na,Roma
"Appartamento via ezra pound 49, Talenti - Monte Sacro, Roma",1550000.0,5,250.0,3,5,https://www.immobiliare.it/annunci/103880509/,Talenti - Monte Sacro,na,Roma
"Bilocale via di Vigna Fabbri, Appio Latino, Roma",289000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/92596682/,Appio Latino,na,Roma
"Bilocale via di Val Cannuta 195, Aurelio - Val Cannuta, Roma",260000.0,2,68.0,1,2,https://www.immobiliare.it/annunci/61881762/,Aurelio - Val Cannuta,na,Roma
"Trilocale via Pio IX, Boccea, Roma",335000.0,3,82.0,1,3,https://www.immobiliare.it/annunci/101876758/,Boccea,na,Roma
"Trilocale via Generale Amedeo Mecozzi, Parco de' Medici - Muratella, Roma",270000.0,3,83.0,2,3,https://www.immobiliare.it/annunci/102189092/,Parco de' Medici - Muratella,na,Roma
"Trilocale via dei promontori, Ostia Levante, Roma",169000.0,3,82.0,1,3,https://www.immobiliare.it/annunci/101377699/,Ostia Levante,na,Roma
"Bilocale via Anton Da Noli, Garbatella, Roma",209000.0,2,65.0,1,2,https://www.immobiliare.it/annunci/103893289/,Garbatella,na,Roma
"Trilocale via saronno, Prima Porta, Roma",165000.0,3,85.0,1,3,https://www.immobiliare.it/annunci/100656525/,Prima Porta,na,Roma
"Villa unifamiliare via del Casale Santarelli 110, Morena, Roma",790000.0,5+,355.0,3+,5+,https://www.immobiliare.it/annunci/104014875/,Morena,na,Roma
"Quadrilocale buono stato, secondo piano, Trieste - Coppedè, Roma",650000.0,4,125.0,2,4,https://www.immobiliare.it/annunci/102963630/,Trieste - Coppedè,na,Roma
"Quadrilocale via Giovanni Antonelli, Euclide, Roma",970000.0,4,163.0,1,4,https://www.immobiliare.it/annunci/104237571/,Euclide,na,Roma
"Villa plurifamiliare via Diagora di Rodi, Casal Palocco, Roma",497000.0,5+,200.0,3,5+,https://www.immobiliare.it/annunci/102962560/,Casal Palocco,na,Roma
"Trilocale Circonvallazione Nomentana 251, Bologna, Roma",265000.0,3,60.0,1,3,https://www.immobiliare.it/annunci/104237699/,Bologna,na,Roma
"Trilocale via Padre Perilli, Casal Palocco, Roma",310000.0,3,100.0,2,3,https://www.immobiliare.it/annunci/101225463/,Casal Palocco,na,Roma
"Appartamento nuovo, secondo piano, San Giovanni, Roma",1195000.0,5+,262.0,3+,5+,https://www.immobiliare.it/annunci/88641089/,San Giovanni,na,Roma
"Villa unifamiliare via Sesto San Giovanni, 42a, Dragona, Roma",255000.0,5,130.0,3,5,https://www.immobiliare.it/annunci/104264105/,Dragona,na,Roma
"Trilocale via Giovanni Lampariello, Castel di Leva, Roma",315000.0,3,77.0,2,3,https://www.immobiliare.it/annunci/102714194/,Castel di Leva,na,Roma
"Appartamento via Francesco Saverio Benucci, Villa Bonelli, Roma",1100000.0,5+,298.0,3,5+,https://www.immobiliare.it/annunci/101367615/,Villa Bonelli,na,Roma
"Quadrilocale via delle Quinqueremi, Ostia Levante, Roma",590000.0,4,129.0,2,4,https://www.immobiliare.it/annunci/103577450/,Ostia Levante,na,Roma
"Trilocale via Stanislao Cannizzaro 21c, Ponte Mammolo, Roma",260000.0,3,98.0,1,3,https://www.immobiliare.it/annunci/100207248/,Ponte Mammolo,na,Roma
"Quadrilocale via Italo Svevo, Talenti - Monte Sacro, Roma",348000.0,4,145.0,3+,4,https://www.immobiliare.it/annunci/102602674/,Talenti - Monte Sacro,na,Roma
"Trilocale via delle Gondole, Ostia Ponente, Roma",249000.0,3,115.0,1,3,https://www.immobiliare.it/annunci/104019143/,Ostia Ponente,na,Roma
"Appartamento via della Camilluccia, Camilluccia - Farnesina, Roma",1200000.0,5+,245.0,3+,5+,https://www.immobiliare.it/annunci/103315804/,Camilluccia - Farnesina,na,Roma
"Trilocale via delle Quinqueremi, Ostia Levante, Roma",480000.0,3,102.0,2,3,https://www.immobiliare.it/annunci/103575690/,Ostia Levante,na,Roma
"Trilocale viale dei Misenati, Ostia Levante, Roma",285000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/101554013/,Ostia Levante,na,Roma
"Villa a schiera via Civezzano, Infernetto, Roma",225000.0,4,80.0,2,4,https://www.immobiliare.it/annunci/98783794/,Infernetto,na,Roma
"Quadrilocale via Lucio Lepidio, 3, Ostia Levante, Roma",398000.0,4,183.0,3+,4,https://www.immobiliare.it/annunci/101370767/,Ostia Levante,na,Roma
"Attico piazza Giovenale 23, Balduina, Roma",700000.0,5,181.0,2,5,https://www.immobiliare.it/annunci/104335821/,Balduina,na,Roma
"Bilocale via San Girolamo Emiliani 19, Monteverde Nuovo, Roma",189000.0,2,60.0,1,2,https://www.immobiliare.it/annunci/101060395/,Monteverde Nuovo,na,Roma
"Trilocale via Nomentana 939, Talenti - Monte Sacro, Roma",235000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/103665834/,Talenti - Monte Sacro,na,Roma
"Trilocale via Dino Frescobaldi, Talenti - Monte Sacro, Roma",473000.0,3,132.0,2,3,https://www.immobiliare.it/annunci/103766858/,Talenti - Monte Sacro,na,Roma
"Attico via Vito Sinisi 47, Tomba di Nerone, Roma",890000.0,5+,290.0,3+,5+,https://www.immobiliare.it/annunci/104015097/,Tomba di Nerone,na,Roma
"Appartamento via Francesco Ferrara 6, Vigna Clara - Vigna Stelluti, Roma",,5,235.0,3,5,https://www.immobiliare.it/annunci/99509624/,Vigna Clara - Vigna Stelluti,na,Roma
"Trilocale via delle Ciliegie, Alessandrino - Torre Spaccata, Roma",289000.0,3,115.0,2,3,https://www.immobiliare.it/annunci/91404954/,Alessandrino - Torre Spaccata,na,Roma
"Quadrilocale via Alexander Fleming, Fleming, Roma",500000.0,4,90.0,2,4,https://www.immobiliare.it/annunci/104047925/,Fleming,na,Roma
"Trilocale via Giulio Galli, 71, 00123, La Giustiniana, Roma",143000.0,3,69.0,1,3,https://www.immobiliare.it/annunci/104348529/,La Giustiniana,na,Roma
"Appartamento via Cassia 240, Vigna Clara - Vigna Stelluti, Roma",570000.0,5+,120.0,2,5+,https://www.immobiliare.it/annunci/103819839/,Vigna Clara - Vigna Stelluti,na,Roma
"Villa unifamiliare via gaspare d'urso, Massimina, Roma",590000.0,5,400.0,3,5,https://www.immobiliare.it/annunci/101801641/,Massimina,na,Roma
"Quadrilocale via Bonaventura Cerretti 43, Baldo degli Ubaldi, Roma",460000.0,4,112.0,2,4,https://www.immobiliare.it/annunci/104057595/,Baldo degli Ubaldi,na,Roma
"Bilocale viale Vincenzo Marronaro, Vallerano, Roma",279000.0,2,76.0,1,2,https://www.immobiliare.it/annunci/99338330/,Vallerano,na,Roma
"Bilocale buono stato, piano terra, Ottavia, Roma",189000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/104335917/,Ottavia,na,Roma
"Trilocale via Vincenzo Ussani, Colli Portuensi - Casaletto, Roma",449000.0,3,113.0,1,3,https://www.immobiliare.it/annunci/99878012/,Colli Portuensi - Casaletto,na,Roma
"Trilocale viale Antonio Gandin, Casalotti, Roma",408300.0,3,108.0,2,3,https://www.immobiliare.it/annunci/101956476/,Casalotti,na,Roma
"Trilocale via Enrico Glori, 30, 00137, Ponte Mammolo, Roma",100800.0,3,93.0,2,3,https://www.immobiliare.it/annunci/104348525/,Ponte Mammolo,na,Roma
"Appartamento via Ambrogio Traversari, Monteverde Vecchio, Roma",967000.0,5,170.0,3,5,https://www.immobiliare.it/annunci/101613117/,Monteverde Vecchio,na,Roma
"Attico via Francesco Mengotti, Vigna Clara - Vigna Stelluti, Roma",359000.0,2,61.0,1,2,https://www.immobiliare.it/annunci/104054129/,Vigna Clara - Vigna Stelluti,na,Roma
"Attico via Ugo De Carolis, Balduina, Roma",950000.0,5+,221.0,3,5+,https://www.immobiliare.it/annunci/102574082/,Balduina,na,Roma
"Appartamento via San Pio V, Gregorio VII - Piccolomini, Roma",700000.0,5,215.0,2,5,https://www.immobiliare.it/annunci/98533244/,Gregorio VII - Piccolomini,na,Roma
"Quadrilocale via Mario Fani 143, Camilluccia - Farnesina, Roma",375000.0,4,136.0,2,4,https://www.immobiliare.it/annunci/104265565/,Camilluccia - Farnesina,na,Roma
"Trilocale via Cologno Monzese, Ottavia, Roma",259000.0,3,107.0,2,3,https://www.immobiliare.it/annunci/101907402/,Ottavia,na,Roma
"Trilocale via Stefano Assemani, Acilia, Roma",269000.0,3,130.0,2,3,https://www.immobiliare.it/annunci/99235260/,Acilia,na,Roma
"Bilocale via Soveria Mannelli, Anagnina, Roma",200000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/99605390/,Anagnina,na,Roma
"Bilocale via Stanislao Cannizzaro 21c, Ponte Mammolo, Roma",185000.0,2,59.0,1,2,https://www.immobiliare.it/annunci/100203636/,Ponte Mammolo,na,Roma
"Trilocale via Roberto Malatesta, Pigneto, Roma",259000.0,3,100.0,1,3,https://www.immobiliare.it/annunci/104237599/,Pigneto,na,Roma
"Villa unifamiliare, buono stato, 830 m², La Giustiniana, Roma",2390000.0,5+,830.0,3+,5+,https://www.immobiliare.it/annunci/98885174/,La Giustiniana,na,Roma
"Trilocale via Diego Fabbri 42, Ponte Mammolo, Roma",278000.0,3,104.0,2,3,https://www.immobiliare.it/annunci/82664685/,Ponte Mammolo,na,Roma
"Quadrilocale via Giovanni Caselli, Marconi, Roma",456000.0,4,150.0,2,4,https://www.immobiliare.it/annunci/82690731/,Marconi,na,Roma
"Bilocale via Giulio Galli, 71, 00123, La Giustiniana, Roma",127000.0,2,61.0,1,2,https://www.immobiliare.it/annunci/104348535/,La Giustiniana,na,Roma
"Villa bifamiliare via della Camilluccia, Camilluccia - Farnesina, Roma",1370000.0,5+,530.0,3+,5+,https://www.immobiliare.it/annunci/103676920/,Camilluccia - Farnesina,na,Roma
"Villa bifamiliare viale Cortina d'Ampezzo, Cortina d'Ampezzo, Roma",1370000.0,5+,530.0,3+,5+,https://www.immobiliare.it/annunci/96936236/,Cortina d'Ampezzo,na,Roma
"Trilocale via delle Giunchiglie 35, Centocelle, Roma",169000.0,3,64.0,1,3,https://www.immobiliare.it/annunci/102247206/,Centocelle,na,Roma
"Bilocale via Gorgona, Tufello, Roma",258000.0,2,80.0,1,2,https://www.immobiliare.it/annunci/103673978/,Tufello,na,Roma
"Appartamento via Lucio Apuleio, Balduina, Roma",450000.0,5+,160.0,2,5+,https://www.immobiliare.it/annunci/104333199/,Balduina,na,Roma
"Bilocale via Pasquale Tola, Appio Latino, Roma",360000.0,2,80.0,2,2,https://www.immobiliare.it/annunci/104237827/,Appio Latino,na,Roma
"Bilocale via Pio Benassi, Vigna Clara - Vigna Stelluti, Roma",315000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/104333189/,Vigna Clara - Vigna Stelluti,na,Roma
"Villa unifamiliare via Monte Autore, Città Giardino, Roma",1200000.0,5+,300.0,3+,5+,https://www.immobiliare.it/annunci/104166365/,Città Giardino,na,Roma
"Attico via Raffaele Battistini 121, Colli Portuensi - Casaletto, Roma",570000.0,5,135.0,1,5,https://www.immobiliare.it/annunci/104142543/,Colli Portuensi - Casaletto,na,Roma
"Appartamento via Leone Dehon 90, Gregorio VII - Piccolomini, Roma",930000.0,5+,232.0,3,5+,https://www.immobiliare.it/annunci/104262885/,Gregorio VII - Piccolomini,na,Roma
"Attico via Filoteo Alberini, Vigne Nuove - Casale Nei, Roma",349000.0,4,95.0,2,4,https://www.immobiliare.it/annunci/102792860/,Vigne Nuove - Casale Nei,na,Roma
"Villa unifamiliare via di Grottarossa, Due Ponti, Roma",3800000.0,5+,850.0,3+,5+,https://www.immobiliare.it/annunci/102951858/,Due Ponti,na,Roma
"Attico via Lovanio, Pinciano - Villa Ada, Roma",1790000.0,5+,208.0,3+,5+,https://www.immobiliare.it/annunci/103190622/,Pinciano - Villa Ada,na,Roma
"Villa a schiera via Ardeatina 130, Navigatori, Roma",530000.0,3,106.0,3,3,https://www.immobiliare.it/annunci/99505090/,Navigatori,na,Roma
"Trilocale via delle Antille, Ostia Ponente, Roma",279000.0,3,120.0,2,3,https://www.immobiliare.it/annunci/103517092/,Ostia Ponente,na,Roma
"Quadrilocale via Andrea Cascella, Mezzocammino, Roma",449000.0,4,90.0,2,4,https://www.immobiliare.it/annunci/80294375/,Mezzocammino,na,Roma
"Trilocale via Ruggero di Lauria 20, Cipro, Roma",499000.0,3,100.0,2,3,https://www.immobiliare.it/annunci/104290169/,Cipro,na,Roma
"Quadrilocale via delle case basse, Acilia, Roma",260000.0,4,139.0,2,4,https://www.immobiliare.it/annunci/101881198/,Acilia,na,Roma
"Trilocale via Appia Nuova 566, Colli Albani, Roma",414000.0,3,100.0,2,3,https://www.immobiliare.it/annunci/104267727/,Colli Albani,na,Roma
"Trilocale via Casilina 1038, Tor Tre Teste - Torre Maura, Roma",235000.0,3,94.0,2,3,https://www.immobiliare.it/annunci/103308276/,Tor Tre Teste - Torre Maura,na,Roma
"Appartamento via Ermete Novelli, Parioli, Roma",814000.0,5,130.0,2,5,https://www.immobiliare.it/annunci/98306882/,Parioli,na,Roma
"Monolocale via Stanislao Cannizzaro 21c, Ponte Mammolo, Roma",135000.0,na,45.0,1,1,https://www.immobiliare.it/annunci/100203564/,Ponte Mammolo,na,Roma
"Bilocale viale dei Caduti per la Resistenza 43, Spinaceto, Roma",175000.0,2,67.0,1,2,https://www.immobiliare.it/annunci/103466504/,Spinaceto,na,Roma
"Trilocale via della Santabarbara, Ostia Ponente, Roma",220000.0,3,95.0,1,3,https://www.immobiliare.it/annunci/103486898/,Ostia Ponente,na,Roma
"Quadrilocale via Sebastiano Ziani, Cipro, Roma",580000.0,4,140.0,2,4,https://www.immobiliare.it/annunci/99799018/,Cipro,na,Roma
"Appartamento via Apollo Pizio 3, Vigna Clara - Vigna Stelluti, Roma",1050000.0,5+,205.0,3+,5+,https://www.immobiliare.it/annunci/103072978/,Vigna Clara - Vigna Stelluti,na,Roma
"Trilocale via Nicola Garrone, Massimina, Roma",110000.0,3,65.0,1,3,https://www.immobiliare.it/annunci/95110974/,Massimina,na,Roma
"Quadrilocale viale di Vigna Pia, Portuense, Roma",430000.0,4,118.0,2,4,https://www.immobiliare.it/annunci/104322911/,Portuense,na,Roma
"Trilocale via casal del marmo 496, Torresina, Roma",249000.0,3,130.0,2,3,https://www.immobiliare.it/annunci/103795378/,Torresina,na,Roma
"Villa a schiera via Maria Rygier 27, Ottavia, Roma",335000.0,5,171.0,3,5,https://www.immobiliare.it/annunci/104264631/,Ottavia,na,Roma
"Appartamento via delle quattro fontane, Barberini, Roma",,5+,215.0,3,5+,https://www.immobiliare.it/annunci/100700047/,Barberini,na,Roma
"Attico via monti parioli, Parioli, Roma",2000000.0,3,200.0,3,3,https://www.immobiliare.it/annunci/104068695/,Parioli,na,Roma
"Monolocale buono stato, primo piano, Cortina d'Ampezzo, Roma",119000.0,na,35.0,1,1,https://www.immobiliare.it/annunci/104171285/,Cortina d'Ampezzo,na,Roma
