posting_title,price,rooms,sqm,toilets,floor,link,location,tipologie,city
"Quadrilocale via Clemente Rebora, Fonte Ostiense, Roma",225000.0,4,100.0,2,4,https://www.immobiliare.it/annunci/100108224/,Fonte Ostiense,na,Roma
"Trilocale via Motta Sant'Anastasia, Borghesiana, Roma",199000.0,3,85.0,2,3,https://www.immobiliare.it/annunci/99279268/,Borghesiana,na,Roma
"Quadrilocale via Della Farnesina, Ponte Milvio, Roma",409000.0,4,70.0,1,4,https://www.immobiliare.it/annunci/103633296/,Ponte Milvio,na,Roma
"Villa unifamiliare piazza Eschilo, Axa, Roma",520000.0,5+,294.0,3+,5+,https://www.immobiliare.it/annunci/102336430/,Axa,na,Roma
"Bilocale viale Cortina d'Ampezzo, Cortina d'Ampezzo, Roma",310000.0,2,69.0,1,2,https://www.immobiliare.it/annunci/101581501/,Cortina d'Ampezzo,na,Roma
"Monolocale via Piero Corti 19, Ponte di Nona, Roma",100350.0,na,43.0,1,1,https://www.immobiliare.it/annunci/101660785/,Ponte di Nona,na,Roma
"Trilocale via Laura Mantegazza, Monteverde Nuovo, Roma",309000.0,3,93.0,1,3,https://www.immobiliare.it/annunci/103116642/,Monteverde Nuovo,na,Roma
"Trilocale via San Martino della Battaglia 25, Castro Pretorio, Roma",379000.0,3,102.0,2,3,https://www.immobiliare.it/annunci/93958320/,Castro Pretorio,na,Roma
"Bilocale via Ezio 29, Prati, Roma",475000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/101922742/,Prati,na,Roma
"Appartamento via dei Montecatini, Pantheon, Roma",1720000.0,5+,238.0,1,5+,https://www.immobiliare.it/annunci/103592016/,Pantheon,na,Roma
"Monolocale via delle Quattro Fontane, Barberini, Roma",570000.0,na,73.0,1,1,https://www.immobiliare.it/annunci/103377102/,Barberini,na,Roma
"Quadrilocale via Cherso, Villa Gordiani, Roma",239000.0,4,95.0,1,4,https://www.immobiliare.it/annunci/103950415/,Villa Gordiani,na,Roma
"Appartamento viale Marco Polo, 88, San Saba - Caracalla, Roma",739000.0,5+,180.0,2,5+,https://www.immobiliare.it/annunci/101264345/,San Saba - Caracalla,na,Roma
"Quadrilocale buono stato, piano terra, Marconi, Roma",579000.0,4,125.0,2,4,https://www.immobiliare.it/annunci/103845485/,Marconi,na,Roma
"Attico via Giancarlo Bitossi, Balduina, Roma",1150000.0,5,280.0,2,5,https://www.immobiliare.it/annunci/101375461/,Balduina,na,Roma
"Trilocale via di Acilia 221, Acilia, Roma",220000.0,3,94.0,2,3,https://www.immobiliare.it/annunci/103243802/,Acilia,na,Roma
"Trilocale via della maremma 123, Settebagni, Roma",259000.0,3,76.0,2,3,https://www.immobiliare.it/annunci/102439442/,Settebagni,na,Roma
"Appartamento via Giulia, Via Giulia, Roma",1980000.0,5+,260.0,3+,5+,https://www.immobiliare.it/annunci/92273868/,Via Giulia,na,Roma
"Attico via Giacinta Pezzana, Parioli, Roma",810000.0,4,124.0,1,4,https://www.immobiliare.it/annunci/101333201/,Parioli,na,Roma
"Quadrilocale via Tembien, Africano - Villa Chigi, Roma",550000.0,4,165.0,2,4,https://www.immobiliare.it/annunci/102644204/,Africano - Villa Chigi,na,Roma
"Bilocale via Ronco Scrivia, Pisana - Bravetta, Roma",190000.0,2,54.0,1,2,https://www.immobiliare.it/annunci/97053446/,Pisana - Bravetta,na,Roma
"Villa unifamiliare via Di Grottarossa, Grottarossa - Saxa Rubra, Roma",949000.0,5+,540.0,3+,5+,https://www.immobiliare.it/annunci/103600624/,Grottarossa - Saxa Rubra,na,Roma
"Attico via Giuseppe Mussi, Nuovo Salario, Roma",880000.0,4,202.0,3,4,https://www.immobiliare.it/annunci/101372573/,Nuovo Salario,na,Roma
"Quadrilocale viale Anicio Gallo, Cinecittà, Roma",380000.0,4,137.0,2,4,https://www.immobiliare.it/annunci/101628303/,Cinecittà,na,Roma
"Attico via Filippo Marchetti, Africano - Villa Chigi, Roma",980000.0,5,160.0,2,5,https://www.immobiliare.it/annunci/104024439/,Africano - Villa Chigi,na,Roma
"Trilocale via dei Monti Parioli 49, Euclide, Roma",970000.0,3,118.0,2,3,https://www.immobiliare.it/annunci/104115323/,Euclide,na,Roma
"Bilocale via Franco Becci 23, Porta di Roma, Roma",259000.0,2,60.0,1,2,https://www.immobiliare.it/annunci/103374306/,Porta di Roma,na,Roma
"Villa unifamiliare via Prato Lauro, Casal Monastero, Roma",950000.0,4,248.0,3,4,https://www.immobiliare.it/annunci/103222866/,Casal Monastero,na,Roma
"Trilocale via Robert Musil, Talenti - Monte Sacro, Roma",530000.0,3,90.0,2,3,https://www.immobiliare.it/annunci/102094748/,Talenti - Monte Sacro,na,Roma
"Trilocale via Monte Senario 88, Città Giardino, Roma",339000.0,3,88.0,2,3,https://www.immobiliare.it/annunci/102711748/,Città Giardino,na,Roma
"Quadrilocale largo Giuseppe Toniolo, Pantheon, Roma",1250000.0,4,128.0,2,4,https://www.immobiliare.it/annunci/101146143/,Pantheon,na,Roma
"Quadrilocale via dell'Imbrecciato, Villa Bonelli, Roma",530000.0,4,144.0,2,4,https://www.immobiliare.it/annunci/102750000/,Villa Bonelli,na,Roma
"Bilocale via Ancona 21, Salario - Porta Pia, Roma",325000.0,2,45.0,1,2,https://www.immobiliare.it/annunci/102762150/,Salario - Porta Pia,na,Roma
"Quadrilocale via Albavilla, Prima Porta, Roma",135000.0,4,107.0,2,4,https://www.immobiliare.it/annunci/101321885/,Prima Porta,na,Roma
"Villa unifamiliare via Giuseppe Gabetti, Infernetto, Roma",399000.0,5+,250.0,3,5+,https://www.immobiliare.it/annunci/104030657/,Infernetto,na,Roma
"Bilocale via Rocca di Papa, Colli Albani, Roma",269000.0,2,50.0,1,2,https://www.immobiliare.it/annunci/103247566/,Colli Albani,na,Roma
"Trilocale via Busto Arsizio 15, Labaro, Roma",215000.0,3,96.0,2,3,https://www.immobiliare.it/annunci/103888767/,Labaro,na,Roma
"Attico via della Camilluccia, Camilluccia - Farnesina, Roma",2650000.0,5+,410.0,3+,5+,https://www.immobiliare.it/annunci/101633637/,Camilluccia - Farnesina,na,Roma
"Trilocale via Giannozzo Manetti 33, Gregorio VII - Piccolomini, Roma",429000.0,3,116.0,2,3,https://www.immobiliare.it/annunci/103851445/,Gregorio VII - Piccolomini,na,Roma
"Villa unifamiliare via Cassia 1920, La Storta, Roma",735000.0,5+,336.0,2,5+,https://www.immobiliare.it/annunci/102687532/,La Storta,na,Roma
"Quadrilocale viale Giulio Agricola 114, Cinecittà, Roma",595000.0,4,155.0,2,4,https://www.immobiliare.it/annunci/104024593/,Cinecittà,na,Roma
"Trilocale via Andrea Cascella, Mezzocammino, Roma",359000.0,3,85.0,2,3,https://www.immobiliare.it/annunci/100840167/,Mezzocammino,na,Roma
"Villa unifamiliare via Appia Antica, Appia Pignatelli, Roma",950000.0,5,254.0,2,5,https://www.immobiliare.it/annunci/103589216/,Appia Pignatelli,na,Roma
"Quadrilocale via Andrea Millevoi, Cecchignola - Giuliano Dalmata, Roma",360000.0,4,100.0,2,4,https://www.immobiliare.it/annunci/103621922/,Cecchignola - Giuliano Dalmata,na,Roma
"Villa unifamiliare via Clitunno, Trieste - Coppedè, Roma",4850000.0,5+,600.0,3+,5+,https://www.immobiliare.it/annunci/94306462/,Trieste - Coppedè,na,Roma
"Trilocale via degli Orti della Farnesina 9B, Ponte Milvio, Roma",425000.0,3,68.0,1,3,https://www.immobiliare.it/annunci/103925239/,Ponte Milvio,na,Roma
"Quadrilocale piazza Navona, Piazza Navona, Roma",1500000.0,4,140.0,2,4,https://www.immobiliare.it/annunci/101903744/,Piazza Navona,na,Roma
"Attico via Alberto Giolitti, Mezzocammino, Roma",345000.0,3,75.0,2,3,https://www.immobiliare.it/annunci/103794372/,Mezzocammino,na,Roma
"Trilocale via Simonide, Axa, Roma",239000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/103248762/,Axa,na,Roma
"Appartamento via Antonio Veranzio 40, Fonte Meravigliosa, Roma",515000.0,5,180.0,2,5,https://www.immobiliare.it/annunci/90994236/,Fonte Meravigliosa,na,Roma
"Monolocale via Enrico dal Pozzo, Marconi, Roma",169000.0,na,45.0,1,1,https://www.immobiliare.it/annunci/103721544/,Marconi,na,Roma
"Bilocale via Raffaele De Cosa, Ostia Levante, Roma",209000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/101805171/,Ostia Levante,na,Roma
"Bilocale via Eleonora Duse, Parioli, Roma",460000.0,2,80.0,1,2,https://www.immobiliare.it/annunci/103464366/,Parioli,na,Roma
"Monolocale via Giovanni da Empoli 14, Ostiense, Roma",399000.0,na,52.0,1,1,https://www.immobiliare.it/annunci/99112082/,Ostiense,na,Roma
"Bilocale via Giovanni da Empoli 14, Ostiense, Roma",357000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/99111214/,Ostiense,na,Roma
"Appartamento via Laurentina, Fonte Ostiense, Roma",595000.0,5+,160.0,3,5+,https://www.immobiliare.it/annunci/103208884/,Fonte Ostiense,na,Roma
"Bilocale via Giovanni da Empoli 14, Ostiense, Roma",421000.0,2,51.0,1,2,https://www.immobiliare.it/annunci/99112450/,Ostiense,na,Roma
"Appartamento via Giovanni Da Procida, Bologna, Roma",649000.0,5,150.0,2,5,https://www.immobiliare.it/annunci/103869635/,Bologna,na,Roma
"Villa bifamiliare via Serafino Soldano, Dragona, Roma",235000.0,4,90.0,2,4,https://www.immobiliare.it/annunci/104265783/,Dragona,na,Roma
"Attico via Francesco Mengotti, Vigna Clara - Vigna Stelluti, Roma",318000.0,2,49.0,1,2,https://www.immobiliare.it/annunci/101786065/,Vigna Clara - Vigna Stelluti,na,Roma
"Villa unifamiliare via del Quadraro 295, Appio Claudio - Statuario, Roma",1450000.0,5,221.0,2,5,https://www.immobiliare.it/annunci/103181724/,Appio Claudio - Statuario,na,Roma
"Trilocale via Appia Nuova 35, San Giovanni, Roma",270000.0,3,55.0,1,3,https://www.immobiliare.it/annunci/103327050/,San Giovanni,na,Roma
"Attico via Vitellia 29, Monteverde Vecchio, Roma",440000.0,3,97.0,1,3,https://www.immobiliare.it/annunci/103723624/,Monteverde Vecchio,na,Roma
"Quadrilocale via Giovanni Conti, Nuovo Salario, Roma",425000.0,4,135.0,2,4,https://www.immobiliare.it/annunci/102119476/,Nuovo Salario,na,Roma
"Trilocale viale Leonardo da Vinci, San Paolo, Roma",295000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/103299140/,San Paolo,na,Roma
"Appartamento via Cassia, La Giustiniana, Roma",560000.0,5+,210.0,3,5+,https://www.immobiliare.it/annunci/103106890/,La Giustiniana,na,Roma
"Trilocale via Prenestina 246, Tor de' Schiavi, Roma",268000.0,3,117.0,2,3,https://www.immobiliare.it/annunci/103939825/,Tor de' Schiavi,na,Roma
"Bilocale via dei Traghetti, Ostia Ponente, Roma",160000.0,2,73.0,1,2,https://www.immobiliare.it/annunci/103445114/,Ostia Ponente,na,Roma
"Quadrilocale via Anagnina 365, Anagnina, Roma",350000.0,4,100.0,2,4,https://www.immobiliare.it/annunci/103185040/,Anagnina,na,Roma
"Trilocale via Laurentina 673, Cecchignola - Giuliano Dalmata, Roma",258000.0,3,66.0,1,3,https://www.immobiliare.it/annunci/102024022/,Cecchignola - Giuliano Dalmata,na,Roma
"Trilocale via Tagliamento 31, Trieste - Coppedè, Roma",498000.0,3,73.0,1,3,https://www.immobiliare.it/annunci/102503236/,Trieste - Coppedè,na,Roma
"Trilocale viale Eroi di Cefalonia 160, Spinaceto, Roma",225000.0,3,98.0,2,3,https://www.immobiliare.it/annunci/100447154/,Spinaceto,na,Roma
"Appartamento via Cassia 1009, Grottarossa - Saxa Rubra, Roma",750000.0,5+,210.0,3,5+,https://www.immobiliare.it/annunci/103255626/,Grottarossa - Saxa Rubra,na,Roma
"Bilocale via Antonio Borgese 13, Infernetto, Roma",159000.0,2,75.0,2,2,https://www.immobiliare.it/annunci/101199989/,Infernetto,na,Roma
"Trilocale via Don Tonino Bello 99, Ponte di Nona, Roma",165000.0,3,100.0,2,3,https://www.immobiliare.it/annunci/103197550/,Ponte di Nona,na,Roma
"Quadrilocale via Bronte, Borghesiana, Roma",259000.0,4,90.0,2,4,https://www.immobiliare.it/annunci/103047098/,Borghesiana,na,Roma
"Trilocale via Fiume delle Perle, Mostacciano, Roma",310000.0,3,100.0,2,3,https://www.immobiliare.it/annunci/102271948/,Mostacciano,na,Roma
"Trilocale via Giorgio Iannicelli, La Giustiniana, Roma",329000.0,3,75.0,2,3,https://www.immobiliare.it/annunci/103483458/,La Giustiniana,na,Roma
"Trilocale via del Forte Braschi 2, Valle Aurelia, Roma",450000.0,3,82.0,2,3,https://www.immobiliare.it/annunci/103039520/,Valle Aurelia,na,Roma
"Trilocale via Giacinta Pezzana 88, Parioli, Roma",539000.0,3,99.0,2,3,https://www.immobiliare.it/annunci/98309910/,Parioli,na,Roma
"Appartamento via Nizza, Salario - Porta Pia, Roma",,5+,310.0,2,5+,https://www.immobiliare.it/annunci/103147590/,Salario - Porta Pia,na,Roma
"Trilocale via Vestricio Spurinna, Quadraro, Roma",219000.0,3,70.0,1,3,https://www.immobiliare.it/annunci/104294895/,Quadraro,na,Roma
"Villa unifamiliare via Camillo Miola, Casal Palocco, Roma",1750000.0,5+,400.0,3+,5+,https://www.immobiliare.it/annunci/103859249/,Casal Palocco,na,Roma
"Appartamento corso del Rinascimento, Piazza Navona, Roma",,5+,222.0,2,5+,https://www.immobiliare.it/annunci/97223298/,Piazza Navona,na,Roma
"Trilocale viale delle Medaglie d'Oro, Medaglie d'Oro, Roma",319000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/101411819/,Medaglie d'Oro,na,Roma
"Villa bifamiliare via Canazei 11, Infernetto, Roma",439000.0,5,225.0,3,5,https://www.immobiliare.it/annunci/98407670/,Infernetto,na,Roma
"Appartamento via Courmayeur, Cortina d'Ampezzo, Roma",595000.0,5,134.0,3,5,https://www.immobiliare.it/annunci/102877900/,Cortina d'Ampezzo,na,Roma
"Trilocale via Piero Corti 19, Ponte di Nona, Roma",272200.0,3,106.0,2,3,https://www.immobiliare.it/annunci/101658713/,Ponte di Nona,na,Roma
"Attico via Vittorio Maria Butera, Tor Tre Teste - Torre Maura, Roma",239000.0,3,94.0,1,3,https://www.immobiliare.it/annunci/103562532/,Tor Tre Teste - Torre Maura,na,Roma
"Trilocale via Piero Corti 19, Ponte di Nona, Roma",170000.0,3,98.0,1,3,https://www.immobiliare.it/annunci/101056657/,Ponte di Nona,na,Roma
"Bilocale via Piero Corti 19, Ponte di Nona, Roma",140000.0,2,72.0,1,2,https://www.immobiliare.it/annunci/100767939/,Ponte di Nona,na,Roma
"Villa plurifamiliare via mar della cina, Torrino, Roma",850000.0,5+,232.0,3+,5+,https://www.immobiliare.it/annunci/102935314/,Torrino,na,Roma
"Trilocale via Flaminia, Flaminio, Roma",860000.0,3,140.0,2,3,https://www.immobiliare.it/annunci/103377688/,Flaminio,na,Roma
"Attico via Del Babuino, Piazza del Popolo, Roma",,5+,500.0,3+,5+,https://www.immobiliare.it/annunci/101358261/,Piazza del Popolo,na,Roma
"Trilocale via Carlo Pascal 33, Gregorio VII - Piccolomini, Roma",399000.0,3,94.0,2,3,https://www.immobiliare.it/annunci/103851447/,Gregorio VII - Piccolomini,na,Roma
"Villa unifamiliare via Licio Giorgieri 64, Pisana - Bravetta, Roma",9800000.0,5+,1200.0,3+,5+,https://www.immobiliare.it/annunci/96674154/,Pisana - Bravetta,na,Roma
"Monolocale via dei Glicini, Centocelle, Roma",95000.0,na,40.0,1,1,https://www.immobiliare.it/annunci/103066404/,Centocelle,na,Roma
"Appartamento via Gallese, Tomba di Nerone, Roma",380000.0,5+,150.0,2,5+,https://www.immobiliare.it/annunci/102056438/,Tomba di Nerone,na,Roma
"Loft via dell'Olmata 30, Colle Oppio, Roma",,2,90.0,2,2,https://www.immobiliare.it/annunci/97936626/,Colle Oppio,na,Roma
"Quadrilocale via Pietro Castrucci, Infernetto, Roma",287000.0,4,130.0,2,4,https://www.immobiliare.it/annunci/100714177/,Infernetto,na,Roma
"Trilocale via Barberino di Mugello, Fidene, Roma",199000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/103534984/,Fidene,na,Roma
"Appartamento da ristrutturare, primo piano, Bologna, Roma",670000.0,5,170.0,2,5,https://www.immobiliare.it/annunci/103380936/,Bologna,na,Roma
"Appartamento via Nemea 21, Vigna Clara - Vigna Stelluti, Roma",630000.0,5+,135.0,2,5+,https://www.immobiliare.it/annunci/103349642/,Vigna Clara - Vigna Stelluti,na,Roma
"Monolocale via Luigi Crocco 8, Ponte di Nona, Roma",105000.0,na,55.0,1,1,https://www.immobiliare.it/annunci/100759391/,Ponte di Nona,na,Roma
"Casale via del Casale di Sant'Angelo, Osteria Nuova, Roma",1850000.0,5+,1350.0,3+,5+,https://www.immobiliare.it/annunci/95216812/,Osteria Nuova,na,Roma
"Bilocale via Domenico Mustilli 30, Ostia Antica, Roma",154000.0,2,56.0,1,2,https://www.immobiliare.it/annunci/103946303/,Ostia Antica,na,Roma
"Trilocale via Luigi Crocco 13, Ponte di Nona, Roma",198000.0,3,89.0,2,3,https://www.immobiliare.it/annunci/74242434/,Ponte di Nona,na,Roma
"Villa plurifamiliare via Giulio Cesare Teloni, Ostia Antica, Roma",230000.0,5,140.0,3,5,https://www.immobiliare.it/annunci/99824106/,Ostia Antica,na,Roma
"Bilocale via Francesco Gentile, Cinecittà, Roma",180000.0,2,71.0,1,2,https://www.immobiliare.it/annunci/100764927/,Cinecittà,na,Roma
"Quadrilocale via Trionfale 112, Piazzale degli Eroi, Roma",700000.0,4,143.0,1,4,https://www.immobiliare.it/annunci/99853444/,Piazzale degli Eroi,na,Roma
"Quadrilocale viale Tito Livio, Medaglie d'Oro, Roma",660000.0,4,137.0,2,4,https://www.immobiliare.it/annunci/103448074/,Medaglie d'Oro,na,Roma
"Trilocale via Monte Pertica, Mazzini - Delle Vittorie, Roma",529000.0,3,125.0,1,3,https://www.immobiliare.it/annunci/104149647/,Mazzini - Delle Vittorie,na,Roma
"Trilocale via Antonio dal Zotto, Mezzocammino, Roma",395000.0,3,83.0,2,3,https://www.immobiliare.it/annunci/76502224/,Mezzocammino,na,Roma
"Appartamento via Giacomo Debenedetti 37, Fonte Ostiense, Roma",690000.0,5+,230.0,3,5+,https://www.immobiliare.it/annunci/98488872/,Fonte Ostiense,na,Roma
"Appartamento via Gualdo Tadino, Furio Camillo, Roma",445000.0,5,142.0,2,5,https://www.immobiliare.it/annunci/104058581/,Furio Camillo,na,Roma
"Bilocale via dell'Accademia Ambrosiana 41, Ardeatino - Montagnola, Roma",260000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/103698938/,Ardeatino - Montagnola,na,Roma
"Appartamento via Giacomo Debenedetti 91, Fonte Ostiense, Roma",700000.0,5+,255.0,3+,5+,https://www.immobiliare.it/annunci/103037080/,Fonte Ostiense,na,Roma
"Attico via Marco Valerio Corvo 87, Cinecittà, Roma",340000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/100674377/,Cinecittà,na,Roma
"Appartamento via San Godenzo 91, Cassia - San Godenzo, Roma",520000.0,5+,165.0,3,5+,https://www.immobiliare.it/annunci/103162284/,Cassia - San Godenzo,na,Roma
"Villa unifamiliare via Vigne di Morena, Morena, Roma",850000.0,5+,280.0,3+,5+,https://www.immobiliare.it/annunci/103467386/,Morena,na,Roma
"Trilocale via Giulio Coggiola 18, Ottavia, Roma",190000.0,3,85.0,1,3,https://www.immobiliare.it/annunci/103042862/,Ottavia,na,Roma
"Attico via dell'Olmata, Colle Oppio, Roma",1350000.0,5+,306.0,3,5+,https://www.immobiliare.it/annunci/104069701/,Colle Oppio,na,Roma
"Appartamento via Icilio, Aventino, Roma",1630000.0,5+,212.0,2,5+,https://www.immobiliare.it/annunci/101072325/,Aventino,na,Roma
"Appartamento piazza di Villa Carpegna, Gregorio VII - Piccolomini, Roma",749000.0,5,160.0,2,5,https://www.immobiliare.it/annunci/103753154/,Gregorio VII - Piccolomini,na,Roma
"Quadrilocale largo San Godenzo, Cassia - San Godenzo, Roma",370000.0,4,112.0,2,4,https://www.immobiliare.it/annunci/103844283/,Cassia - San Godenzo,na,Roma
"Trilocale via Pietro Cartoni, Monteverde Nuovo, Roma",188000.0,3,102.0,1,3,https://www.immobiliare.it/annunci/104171319/,Monteverde Nuovo,na,Roma
"Appartamento via Antonio Stoppani, Parioli, Roma",1090000.0,5+,190.0,2,5+,https://www.immobiliare.it/annunci/100325774/,Parioli,na,Roma
"Trilocale via di San Matteo 36, Tor Vergata, Roma",345000.0,3,101.0,2,3,https://www.immobiliare.it/annunci/102497142/,Tor Vergata,na,Roma
"Attico via Attilio Spaccarelli, Pisana - Bravetta, Roma",260000.0,3,87.0,1,3,https://www.immobiliare.it/annunci/94744362/,Pisana - Bravetta,na,Roma
"Quadrilocale via Molveno, Camilluccia - Farnesina, Roma",380000.0,4,113.0,1,4,https://www.immobiliare.it/annunci/102621544/,Camilluccia - Farnesina,na,Roma
"Appartamento via di Novella 1, Africano - Villa Chigi, Roma",800000.0,5,152.0,2,5,https://www.immobiliare.it/annunci/104049117/,Africano - Villa Chigi,na,Roma
"Bilocale via ARTURO DANUSSO, Ponte di Nona, Roma",135000.0,2,60.0,1,2,https://www.immobiliare.it/annunci/102324888/,Ponte di Nona,na,Roma
"Attico viale Umberto Tupini, Eur, Roma",1580000.0,5+,230.0,3+,5+,https://www.immobiliare.it/annunci/103037486/,Eur,na,Roma
"Attico via delle Ciliegie 66, Alessandrino - Torre Spaccata, Roma",395000.0,5,115.0,2,5,https://www.immobiliare.it/annunci/102497222/,Alessandrino - Torre Spaccata,na,Roma
"Villa a schiera via di Tor Chiesaccia, Castel di Leva, Roma",200000.0,2,60.0,1,2,https://www.immobiliare.it/annunci/104336399/,Castel di Leva,na,Roma
"Villa bifamiliare via del Ponte delle Sette Miglia 48, Romanina, Roma",395000.0,4,130.0,2,4,https://www.immobiliare.it/annunci/101377861/,Romanina,na,Roma
"Attico corso Trieste, Trieste - Coppedè, Roma",750000.0,3,94.0,1,3,https://www.immobiliare.it/annunci/104092095/,Trieste - Coppedè,na,Roma
"Trilocale via Calcutta, Torrino, Roma",545000.0,3,120.0,2,3,https://www.immobiliare.it/annunci/103077544/,Torrino,na,Roma
"Bilocale via di Acilia, Acilia, Roma",149000.0,2,42.0,1,2,https://www.immobiliare.it/annunci/104063787/,Acilia,na,Roma
